rank,db,smiles,canon,component,n_atoms,est_cost_h,is_validation
128,PI1M,C/C=C/c1ccc(C)n1CCCCCCCCCCCCCC,C/C=C/c1ccc(C)n1CCCCCCCCCCCCCC,coverage,62.0,3.858838735716932,False
129,PI1M,CCCCCCCCCCCCCCOC(=O)C1CCC(C(=O)OC)C1,CCCCCCCCCCCCCCOC(=O)C1CCC(C(=O)OC)C1,coverage,66.0,4.5655822516472835,False
130,OMG,*Oc1ccc(Sc2ccc(OC(=O)C(CC(*)=O)NC(=O)OCC3c4ccccc4-c4ccccc43)c(C(=O)OCC)c2)cc1C(=O)OCC,CCOC(=O)c1cc(Sc2ccc(OC(=O)C(CC(C)=O)NC(=O)OCC3c4ccccc4-c4ccccc43)c(C(=O)OCC)c2)ccc1OC,random,88.0,9.898773174753035,True
131,OMG,*OC(CSc1ccccc1Cl)C(CCl)OC(=O)C(C)(C(*)=O)C(C)C,COC(CSc1ccccc1Cl)C(CCl)OC(=O)C(C)(C(C)=O)C(C)C,coverage,52.0,2.404207673904035,False
132,OMG,*OC1CCC=CCCC=CCCC1OC(=O)C(CSSCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(*)=O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC1CCC=CCCC=CCCC1OC(=O)C(CSSCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)=O)NC(=O)OCC1c2ccccc2-c2ccccc21,random,116.0,20.81205551444367,True
133,PI1M,CCCCCCCN(CCOC(=O)c1ccc(C(=O)OC)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,CCCCCCCN(CCOC(=O)c1ccc(C(=O)OC)cc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,coverage,74.0,6.210925368545501,False
134,OMG,*Oc1ccc(OC(=O)C2CC2C(*)=O)c(Cl)c1Cl,COc1ccc(OC(=O)C2CC2C(C)=O)c(Cl)c1Cl,coverage,31.0,0.597979011686388,False
135,PI1M,CCc1ccc(-c2ccc(N(C)c3ccc(C#N)cc3)cc2)cc1,CCc1ccc(-c2ccc(N(C)c3ccc(C#N)cc3)cc2)cc1,coverage,44.0,1.5339481655863532,False
136,PI1M,CN[SH](C)(F)(F)F,CN[SH](C)(F)(F)F,feature,15.0,0.08484152603281661,False
137,PI1M,COc1ccc(NC(=O)c2ccc(C(C)=O)cc2)cc1Cl,COc1ccc(NC(=O)c2ccc(C(C)=O)cc2)cc1Cl,coverage,35.0,0.828831072009792,False
138,PI1M,CCCOCCOCCCOC(=O)NCC1CCCN(C)CC1,CCCOCCOCCCOC(=O)NCC1CCCN(C)CC1,coverage,57.0,3.0777004384750812,False
139,OMG,*Oc1ccc(-c2ccc(OC(=O)CCOCCOCCOCCOCCOCCOCCC(*)=O)cc2)cc1,COc1ccc(-c2ccc(OC(=O)CCOCCOCCOCCOCCOCCOCCC(C)=O)cc2)cc1,coverage,82.0,8.18619805320074,False
140,OMG,*Oc1cccc(OC(=O)C(CC(*)=O)NC(C)(C)C)c1,COc1cccc(OC(=O)C(CC(C)=O)NC(C)(C)C)c1,coverage,44.0,1.5339481655863532,False
141,OMG,*OC(COC)C(COC)OC(=O)c1cc(S)cc(C(*)=O)n1,COCC(OC)C(COC)OC(=O)c1cc(S)cc(C(C)=O)n1,coverage,44.0,1.5339481655863532,False
142,PI1M,Cc1ccc(Cc2ccc(-c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1,Cc1ccc(Cc2ccc(-c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1,coverage,51.0,2.2818482460254073,False
143,PI1M,Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc([Si](C)(C)C)cc4)cc3)cc2)cc1,Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc([Si](C)(C)C)cc4)cc3)cc2)cc1,coverage,59.0,3.3768743086298603,False
144,PI1M,CCCCCCCCCCCOc1ccc([Si](C)(C)CC[Si](C)(C)c2cc(OCC)c(C)c(OC)c2O)cc1OI,CCCCCCCCCCCOc1ccc([Si](C)(C)CC[Si](C)(C)c2cc(OCC)c(C)c(OC)c2O)cc1OI,feature,96.0,12.509288293103786,False
145,OMG,*Oc1nc(OC(=O)CN(CC(*)=O)c2ccc(C=O)cc2)c(C#N)c(-c2ccccc2)n1,COc1nc(OC(=O)CN(CC(C)=O)c2ccc(C=O)cc2)c(C#N)c(-c2ccccc2)n1,random,53.0,2.5306091492877196,True
146,PI1M,CCCC(=O)NCCOCCOCCOC,CCCC(=O)NCCOCCOCCOC,coverage,39.0,1.1088856862834737,False
147,OMG,*OC(c1ccncc1)C(COC(=O)C(C)(C(*)=O)C(C)C)NC(=O)OCc1ccccc1,COC(c1ccncc1)C(COC(=O)C(C)(C(C)=O)C(C)C)NC(=O)OCc1ccccc1,coverage,65.0,4.381874289318153,False
148,PI1M,Cc1ccc(Cn2c(=O)c3cc4c(=O)n(C)c(=O)c4cc3c2=O)cc1,Cc1ccc(Cn2c(=O)c3cc4c(=O)n(C)c(=O)c4cc3c2=O)cc1,coverage,39.0,1.1088856862834737,False
149,PI1M,Cc1ccc(-n2on2-c2ccc(C)o2)o1,Cc1ccc(-n2on2-c2ccc(C)o2)o1,feature,25.0,0.33525989756051233,False
150,OMG,*OC1C2CC(C1OC(=O)C(OC)C(OC)C(*)=O)N(C(=O)OC(C)(C)C)O2,COC(C(C)=O)C(OC)C(=O)OC1C(OC)C2CC1N(C(=O)OC(C)(C)C)O2,coverage,57.0,3.0777004384750812,False
151,PI1M,Cc1c(C)c(C)c2c(=O)c2c(F)c(F)c(C)c(F)c1F,Cc1c(C)c(C)c2c(=O)c2c(F)c(F)c(C)c(F)c1F,feature,32.0,0.6512930237899227,False
152,OMG,*Oc1cc(OC(=O)C(CCC(*)=O)NC(=O)OCC2c3ccccc3-c3ccccc32)ccc1C,COc1cc(OC(=O)C(CCC(C)=O)NC(=O)OCC2c3ccccc3-c3ccccc32)ccc1C,random,65.0,4.381874289318153,True
153,omics,*Oc1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3)cc2)cc1,COc1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4)cc3)cc2)cc1,coverage,68.0,4.947342301951497,False
154,PI1M,COC(C)CCC(C)COC(C)OI,COC(C)CCC(C)COC(C)OI,feature,35.0,0.828831072009792,False
155,PI1M,CCC(CC(C)C)C(C)C(=O)OC,CCC(CC(C)C)C(C)C(=O)OC,coverage,35.0,0.828831072009792,False
156,PI1M,COc1ccccc1C,COc1ccccc1C,coverage,19.0,0.16023971771432066,False
157,omics,*/C=C(/*)CNS(=O)(=O)c1ccc(Cl)c2ccccc12,C/C=C(/C)CNS(=O)(=O)c1ccc(Cl)c2ccccc12,random,36.0,0.8940806826961882,True
158,OMG,*OCC(COC(=O)C1CCC(C(*)=O)CO1)C1CN(C(=O)OC(C)(C)C)C1,COCC(COC(=O)C1CCC(C(C)=O)CO1)C1CN(C(=O)OC(C)(C)C)C1,coverage,61.0,3.6936882750981668,False
159,PI1M,CNc1ccc(-c2ccc(-c3ccc(NCC(C)=O)cc3)cc2)cc1,CNc1ccc(-c2ccc(-c3ccc(NCC(C)=O)cc3)cc2)cc1,coverage,47.0,1.8317500939966918,False
160,OMG,*Oc1nc(SC)nc(OC(=O)C2CSCC(C(*)=O)N2)c1NC(=O)C(=O)OCC,CCOC(=O)C(=O)Nc1c(OC)nc(SC)nc1OC(=O)C1CSCC(C(C)=O)N1,coverage,52.0,2.404207673904035,False
161,PI1M,CCCN(CCOC(=O)Nc1ccc(C#C)cc1CCNC(=O)OC)OC(Cc1ccccc1)[SH](C)(C)S(=O)(=O)CC(=O)OCCCCCCCCCCCC,C#Cc1ccc(NC(=O)OCCN(CCC)OC(Cc2ccccc2)[SH](C)(C)S(=O)(=O)CC(=O)OCCCCCCCCCCCC)c(CCNC(=O)OC)c1,dopt,122.0,23.83586566594661,False
162,OMG,*Nc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,CNc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(C(C)=O)cc5)cc4)cc3)cc2)cc1,coverage,79.0,7.405252308862643,False
163,OMG,*Nc1cc(C(=O)OC)cc(NC(=O)CN(CC(*)=O)S(=O)(=O)c2ccc(OC)cc2)n1,CNc1cc(C(=O)OC)cc(NC(=O)CN(CC(C)=O)S(=O)(=O)c2ccc(OC)cc2)n1,random,56.0,2.934599081644776,True
164,PI1M,CC(=O)NNC(=O)c1ccc(/C=C/c2ccc(C)nc2)cc1,CC(=O)NNC(=O)c1ccc(/C=C/c2ccc(C)nc2)cc1,coverage,39.0,1.1088856862834737,False
165,OMG,*OCCC1(CCOC(=O)C2CC(C(*)=O)CN(C(=O)OCc3ccccc3)C2)CCCC1,COCCC1(CCOC(=O)C2CC(C(C)=O)CN(C(=O)OCc3ccccc3)C2)CCCC1,random,70.0,5.348558032191515,True
166,PI1M,CCCCCCOCCCCOCCCCCCOC(C)=O,CCCCCCOCCCCOCCCCCCOC(C)=O,coverage,58.0,3.2251081841016833,False
167,OMG,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)C(CC(*)=O)Cc3ccccc3)cc2)cc1,COc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)C(CC(C)=O)Cc3ccccc3)cc2)cc1,random,76.0,6.672852850107062,True
168,PI1M,CCCCCCCNC(=O)c1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)NC)cc2)cc1,CCCCCCCNC(=O)c1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)NC)cc2)cc1,coverage,74.0,6.210925368545501,False
169,OMG,*Oc1cc(COC)ccc1OC(=O)C(CSSCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(*)=O)NC(=O)OCC1c2ccccc2-c2ccccc21,COCc1ccc(OC(=O)C(CSSCC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(C)=O)NC(=O)OCC2c3ccccc3-c3ccccc32)c(OC)c1,coverage,103.0,15.11663472847618,False
170,OMG,*NP(=S)(NC(=O)C(C)(Cl)CSSCC(C)(Cl)C(*)=O)NC1CCCCC1,CNP(=S)(NC(=O)C(C)(Cl)CSSCC(C)(Cl)C(C)=O)NC1CCCCC1,dopt,57.0,3.0777004384750812,False
171,OMG,*Oc1cc(OC(=O)C(CCC(*)=O)NC(=O)CBr)ccc1C=NNC(=O)OC(C)(C)C,COc1cc(OC(=O)C(CCC(C)=O)NC(=O)CBr)ccc1C=NNC(=O)OC(C)(C)C,random,60.0,3.533050524994261,True
172,PI1M,CCC(C)CCCCOc1ccc(C)cc1,CCC(C)CCCCOc1ccc(C)cc1,coverage,40.0,1.187037287474881,False
173,PI1M,CN=P(C)(OC)OC(C)=O,CN=P(C)(OC)OC(C)=O,coverage,22.0,0.23770591902308572,False
174,PI1M,CCCCCCCCOC(=O)CC(=O)NCCCCCCCCCCCCNC(=O)CCCCCOC,CCCCCCCCOC(=O)CC(=O)NCCCCCCCCCCCCNC(=O)CCCCCOC,random,95.0,12.161845525102757,True
175,OMG,*Oc1ccc(NC(=O)C(C)OC(=O)CCOCCOCCOCCOCCOCCOCCC(*)=O)cc1,COc1ccc(NC(=O)C(C)OC(=O)CCOCCOCCOCCOCCOCCOCCC(C)=O)cc1,random,82.0,8.18619805320074,True
176,PI1M,CCC(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)OC)c1,CCC(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)OC)c1,coverage,36.0,0.8940806826961882,False
177,PI1M,COC(=O)c1ccccc1C(=O)NCCCCCCNC(C)=O,COC(=O)c1ccccc1C(=O)NCCCCCCNC(C)=O,coverage,47.0,1.8317500939966918,False
178,OMG,*NCCN(CCNC(=O)CCN(C)CCC(*)=O)N(O)N=O,CNCCN(CCNC(=O)CCN(C)CCC(C)=O)N(O)N=O,dopt,51.0,2.2818482460254073,False
179,PI1M,CNC(CCC(=O)NC(C)C)C1C=CC2=CC=C(CCC(=C)C(=CCCCCCC)N2)NC1=O,C=C1CCC2=CC=C(C=CC(C(CCC(=O)NC(C)C)NC)C(=O)N2)NC1=CCCCCCC,random,78.0,7.155788006079488,True
180,OMG,*NCC(CO)CNC(=O)c1ccccc1C(=O)Nc1cccc2c(NC(=O)c3ccccc3C(*)=O)cccc12,CNCC(CO)CNC(=O)c1ccccc1C(=O)Nc1cccc2c(NC(=O)c3ccccc3C(C)=O)cccc12,random,73.0,5.987719929256527,True
181,PI1M,Cc1ccc(C)c(C(=O)NCCCCCCCC)c1,CCCCCCCCNC(=O)c1cc(C)ccc1C,coverage,46.0,1.7287872538090088,False
182,OMG,*Oc1cc(C)ccc1C(CC)OC(=O)CCOCCOCCOCCOCCOCCC(*)=O,CCC(OC(=O)CCOCCOCCOCCOCCOCCC(C)=O)c1ccc(C)cc1OC,random,77.0,6.911670651446108,True
183,PolyInfo,*c1ccc(Oc2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(Oc6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,Cc1ccc(Oc2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(Oc6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(C)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,dopt,132.0,29.462314394736644,False
184,PI1M,CNc1ccc(/N=N/c2ccc(C#Cc3ccc(C)cc3)cc2)cc1,CNc1ccc(/N=N/c2ccc(C#Cc3ccc(C)cc3)cc2)cc1,coverage,44.0,1.5339481655863532,False
185,OMG,*Oc1nc(NC)cc(OC(=O)c2ccc(F)cc2CC(*)=O)n1,CNc1cc(OC(=O)c2ccc(F)cc2CC(C)=O)nc(OC)n1,random,40.0,1.187037287474881,True
186,PI1M,CO[Si](C)(C)CCCCCCCCCOc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO[Si](C)(C)CCCCCCCCCOc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,coverage,73.0,5.987719929256527,False
187,OMG,*NC(=NN=Cc1ccccc1OCc1ccccc1)NC(=O)CN(CC(*)=O)S(=O)(=O)c1ccc(F)cc1,CNC(=NN=Cc1ccccc1OCc1ccccc1)NC(=O)CN(CC(C)=O)S(=O)(=O)c1ccc(F)cc1,coverage,67.0,4.754055023099274,False
188,PI1M,CCC(C)C(=O)OCCCCCCCCCCOc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cc2)cc1,CCC(C)C(=O)OCCCCCCCCCCOc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cc2)cc1,coverage,83.0,8.457520383218988,False
189,PI1M,C/C=C/C1CC(C)C(C)C1O,C/C=C/C1CC(C)C(C)C1O,coverage,29.0,0.49977393112088747,False
190,PI1M,CCC(OC)C(C)(C)C(F)(F)F,CCC(OC)C(C)(C)C(F)(F)F,coverage,27.0,0.41237422298650106,False
191,OMG,*OCCNC(=O)C(=O)NCCOC(=O)CCOCCOCCOCCOCCOCCOCCC(*)=O,COCCNC(=O)C(=O)NCCOC(=O)CCOCCOCCOCCOCCOCCOCCC(C)=O,random,82.0,8.18619805320074,True
192,PI1M,CCCC(F)(F)C(F)(F)C(F)(F)COC(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)CCC(=O)OC,CCCC(F)(F)C(F)(F)C(F)(F)COC(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)CCC(=O)OC,dopt,84.0,8.734423876530629,False
193,OMG,*Oc1nc(S)nc2c1C(c1ccccc1)c1c(OC(=O)C3=CCC=C(C(*)=O)O3)nc(S)nc1O2,COc1nc(S)nc2c1C(c1ccccc1)c1c(OC(=O)C3=CCC=C(C(C)=O)O3)nc(S)nc1O2,dopt,54.0,2.6611061495015087,False
194,PI1M,COC(=O)Nc1cccc(CNC(C)=O)c1,COC(=O)Nc1cccc(CNC(C)=O)c1,coverage,30.0,0.5474937425136082,False
195,OMG,*Oc1ccc(OC(=O)C(CCC(*)=O)NC=N)c(OC)c1OC,COc1ccc(OC(=O)C(CCC(C)=O)NC=N)c(OC)c1OC,coverage,46.0,1.7287872538090088,False
196,PI1M,CCC(C)CC(C#N)C(=O)OC,CCC(C)CC(C#N)C(=O)OC,coverage,27.0,0.41237422298650106,False
197,PI1M,CCC(C)(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCC(C)(C)C(=O)Nc1ccc(Cl)c(Cl)c1,coverage,31.0,0.597979011686388,False
198,omics,*CCCCCNc1nc(NCCCCCc2ccc3[nH]c(-c4nc5cc(-c6ccc7nc(*)[nH]c7c6)ccc5[nH]4)nc3c2)nc(N(CC)CC)n1,CCCCCCNc1nc(NCCCCCc2ccc3[nH]c(-c4nc5cc(-c6ccc7nc(C)[nH]c7c6)ccc5[nH]4)nc3c2)nc(N(CC)CC)n1,dopt,102.0,14.725072667614862,False
199,PI1M,CCCCCCCCCCCCCCCCSCCC(=O)NC,CCCCCCCCCCCCCCCCSCCC(=O)NC,coverage,64.0,4.202881203832011,False
200,PI1M,CC(=O)N1CCC(C)C1,CC(=O)N1CCC(C)C1,coverage,22.0,0.23770591902308572,False
201,omics,*/C=C/c1ccc(*)n1CC(=O)OC,C/C=C/c1ccc(C)n1CC(=O)OC,random,29.0,0.49977393112088747,True
202,PI1M,COc1ccc(OC(=O)CCCCCCCCCC(C)=O)c(OCCCCCC)c1,CCCCCCOc1cc(OC)ccc1OC(=O)CCCCCCCCCC(C)=O,coverage,70.0,5.348558032191515,False
203,PI1M,CN=P(C)(Br)c1ccc(CCCC(F)(F)F)cc1,CN=P(C)(Br)c1ccc(CCCC(F)(F)F)cc1,feature,34.0,0.7666572932453927,False
204,PI1M,C[SH]=P(C)(Oc1ccc(Br)cc1)Oc1ccc(C(C)(C)C)cc1,C[SH]=P(C)(Oc1ccc(Br)cc1)Oc1ccc(C(C)(C)C)cc1,dopt,47.0,1.8317500939966918,False
205,PI1M,COc1ccc(C(C)(C)c2ccc([N+](=O)[O-])cc2C(=O)OC)cc1-c1ccccc1-c1ccc(C)cc1,COC(=O)c1cc([N+](=O)[O-])ccc1C(C)(C)c1ccc(OC)c(-c2ccccc2-c2ccc(C)cc2)c1,random,66.0,4.5655822516472835,True
206,PI1M,CCNC(=O)c1ccc(C(=O)N2CCN(C)CC2)cc1,CCNC(=O)c1ccc(C(=O)N2CCN(C)CC2)cc1,coverage,41.0,1.2685615949723126,False
207,OMG,*OCN1c2nonc2N(COC(=O)CCOc2ccc(OCCC(*)=O)cc2)c2nonc21,COCN1c2nonc2N(COC(=O)CCOc2ccc(OCCC(C)=O)cc2)c2nonc21,dopt,56.0,2.934599081644776,False
208,PI1M,COP(=O)(OC)Oc1ccc(OC)cc1,COc1ccc(OP(=O)(OC)OC)cc1,coverage,28.0,0.4547556347186134,False
209,omics,*/C=C/c1ccc(Cc2ccc(/C=C/c3ccc(*)cc3)cc2)cc1,C/C=C/c1ccc(Cc2ccc(/C=C/c3ccc(C)cc3)cc2)cc1,coverage,49.0,2.04904001620089,False
210,PI1M,CO[Si](C)(C)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)[SH](C)(F)Cl,CO[Si](C)(C)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)[SH](C)(F)Cl,dopt,81.0,7.920410401396693,False
211,PI1M,CCC(C)CS(=O)(=O)CCC,CCCS(=O)(=O)CC(C)CC,coverage,29.0,0.49977393112088747,False
212,OMG,*OCCOCCOCCOCCOCCOCCOC(=O)C1C2CCC(O2)C1C(*)=O,COCCOCCOCCOCCOCCOCCOC(=O)C1C2CCC(O2)C1C(C)=O,coverage,70.0,5.348558032191515,False
213,PI1M,CC(=O)OCCCCCCCCCCOc1ccc(/C=C/c2ccc(/C=C/c3ccc(C)cc3)cc2)cc1,CC(=O)OCCCCCCCCCCOc1ccc(/C=C/c2ccc(/C=C/c3ccc(C)cc3)cc2)cc1,coverage,80.0,7.66011076664799,False
214,OMG,*OCC(OC(=O)CCC1(CCC(*)=O)N=N1)C(F)(F)C(OCc1ccccc1)C1COC(C)(C)O1,COCC(OC(=O)CCC1(CCC(C)=O)N=N1)C(F)(F)C(OCc1ccccc1)C1COC(C)(C)O1,coverage,70.0,5.348558032191515,False
215,PI1M,CCCOCCOCCOCCOCCOC(=O)CCCS(=O)(=S)CCCOC(=O)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(C)cc4C3=O)cc2)cc1,CCCOCCOCCOCCOCCOC(=O)CCCS(=O)(=S)CCCOC(=O)c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(C)cc4C3=O)cc2)cc1,dopt,107.0,16.748092337316944,False
216,OMG,*OCCc1ccc(CCOC(=O)CC2CNCC2CC(*)=O)cc1,COCCc1ccc(CCOC(=O)CC2CNCC2CC(C)=O)cc1,coverage,54.0,2.6611061495015087,False
217,PI1M,Cc1ccc(-c2ccc(-c3ccc([Si](C)(C)c4ccc(-c5nnc(C)[nH]5)cc4)cc3)cc2)cc1,Cc1ccc(-c2ccc(-c3ccc([Si](C)(C)c4ccc(-c5nnc(C)[nH]5)cc4)cc3)cc2)cc1,random,63.0,4.0285528241783775,True
218,OMG,*Oc1cccc(OC(=O)C(CCC(*)=O)NC(N)=O)c1C,COc1cccc(OC(=O)C(CCC(C)=O)NC(N)=O)c1C,coverage,42.0,1.3535165667832443,False
219,PI1M,CCC(C)C(=O)OC(C)=O,CCC(C)C(=O)OC(C)=O,coverage,22.0,0.23770591902308572,False
220,PI1M,CCCCCCCCCCCCc1ccc(C)o1,CCCCCCCCCCCCc1ccc(C)o1,coverage,48.0,1.9384826272146733,False
221,omics,*CC(*)CCCCCn1c2ccccc2c2ccccc21,CCC(C)CCCCCn1c2ccccc2c2ccccc21,coverage,49.0,2.04904001620089,False
222,PI1M,CCC(C)C(C)CCNC(=O)CCCCCCC(=O)NC,CCC(C)C(C)CCNC(=O)CCCCCCC(=O)NC,random,55.0,2.7957518399460364,True
223,PI1M,CNC1=C(Br)[Si](C(C)=O)C(Cl)=C1F,CNC1=C(Br)[Si](C(C)=O)C(Cl)=C1F,feature,20.0,0.1839474081746623,False
224,PI1M,CCC(OC)C(=O)OCl,CCC(OC)C(=O)OCl,feature,18.0,0.1385498383381463,False
225,OMG,*OC(CCl)C(CSc1ccc(C(=O)OC)cc1)OC(=O)C1=CCC=C(C(*)=O)O1,COC(=O)c1ccc(SCC(OC(=O)C2=CCC=C(C(C)=O)O2)C(CCl)OC)cc1,coverage,53.0,2.5306091492877196,False
226,OMG,*NNC(=O)c1cccc(C(=O)NNC(=O)COc2cccc(C(*)=O)c2)c1,CNNC(=O)c1cccc(C(=O)NNC(=O)COc2cccc(C(C)=O)c2)c1,coverage,48.0,1.9384826272146733,False
227,PI1M,CO[Si](C)(C)O[Si](C)(CC)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1cc(OC(C)=O)c(I)cc1Cl,CC[Si](C)(O[Si](C)(C)OC)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1cc(OC(C)=O)c(I)cc1Cl,dopt,85.0,9.016954844909401,False
228,OMG,*OC(COC(=O)C(CC(*)=O)c1ccccc1Cl)c1ccccc1Br,COC(COC(=O)C(CC(C)=O)c1ccccc1Cl)c1ccccc1Br,coverage,46.0,1.7287872538090088,False
229,PI1M,COc1ccc(C(C)(CCCC)c2ccc(OC(C)=S)cc2)cc1,CCCCC(C)(c1ccc(OC)cc1)c1ccc(OC(C)=S)cc1,coverage,50.0,2.1634770685187323,False
230,PI1M,Cc1ccc(N(C)c2ccc(F)cc2)cc1,Cc1ccc(N(C)c2ccc(F)cc2)cc1,coverage,30.0,0.5474937425136082,False
231,OMG,*OCN1c2nonc2N(COC(=O)C2(C(*)=O)CCC(=O)CS2)c2nonc21,COCN1c2nonc2N(COC(=O)C2(C(C)=O)CCC(=O)CS2)c2nonc21,dopt,45.0,1.629538578803666,False
232,omics,*N=S(*)(=O)NCC=C,C=CCNS(C)(=O)=NC,feature,21.0,0.2097456137295212,False
233,PI1M,CCCNS(C)(=S)=NN=C,C=NN=S(C)(=S)NCCC,feature,23.0,0.2678988587629254,False
234,PI1M,CC(=O)OCC1COC(C)OC1,CC(=O)OCC1COC(C)OC1,coverage,26.0,0.372564345698904,False
235,OMG,*OCC(OC(=O)C(CCCc1ccccc1)C(*)=O)c1ccc(OC)cc1C,COCC(OC(=O)C(CCCc1ccccc1)C(C)=O)c1ccc(OC)cc1C,random,59.0,3.3768743086298603,True
236,PolyInfo,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,CN=P(C)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,coverage,40.0,1.187037287474881,False
237,OMG,*OCCCCCCCCCCCCCCCCCCCCCCOC(=O)C1C2CC(C(Br)C2Br)C1C(*)=O,COCCCCCCCCCCCCCCCCCCCCCCOC(=O)C1C2CC(C(Br)C2Br)C1C(C)=O,coverage,97.0,12.862901673682583,False
238,OMG,*Nc1c(OC)ccc(C(=O)OC)c1NC(=O)c1cccc(Br)c1C(*)=O,CNc1c(OC)ccc(C(=O)OC)c1NC(=O)c1cccc(Br)c1C(C)=O,random,46.0,1.7287872538090088,True
239,OMG,*Oc1ccc(Br)cc1C(F)(F)COC(=O)CCN(CCC(*)=O)S(=O)(=O)c1ccc(F)cc1,COc1ccc(Br)cc1C(F)(F)COC(=O)CCN(CCC(C)=O)S(=O)(=O)c1ccc(F)cc1,random,57.0,3.0777004384750812,True
240,OMG,*OC(COC(=O)C(N)C(*)=O)Cc1ccccc1,COC(COC(=O)C(N)C(C)=O)Cc1ccccc1,coverage,38.0,1.0340483823546922,False
241,omics,*c1cnc2cc(-c3ccc(-c4cnc5cc(-c6ccc7nc(*)cnc7c6)ccc5n4)cc3)ccc2n1,Cc1cnc2cc(-c3ccc(-c4cnc5cc(-c6ccc7nc(C)cnc7c6)ccc5n4)cc3)ccc2n1,coverage,60.0,3.533050524994261,False
242,OMG,*OC(c1ccc(OC(=O)c2cc(C(*)=O)ccc2N)cc1C)C1CC1,COC(c1ccc(OC(=O)c2cc(C(C)=O)ccc2N)cc1C)C1CC1,random,49.0,2.04904001620089,True
243,OMG,*Oc1ccccc1C(=O)NC(=O)c1ccccc1OC(=O)c1cc(C(*)=O)c(=O)[nH]c1C,COc1ccccc1C(=O)NC(=O)c1ccccc1OC(=O)c1cc(C(C)=O)c(=O)[nH]c1C,coverage,53.0,2.5306091492877196,False
244,PI1M,CCC(C)c1ccccc1C(=O)Nc1ccc(C)cc1,CCC(C)c1ccccc1C(=O)Nc1ccc(C)cc1,coverage,41.0,1.2685615949723126,False
